ADDRESS_ID,STREET_NAME,HOUSE,HOUSE_TYPE,BUILDING
1,ԱՐԵՎԵԼՅԱՆ Փ.,2,Շ,7
2,ԱՐԵՎԵԼՅԱՆ Փ.,3,Շ,16
3,ԱՐԵՎԵԼՅԱՆ Փ.,3,Շ,33
4,ԱՐԵՎԵԼՅԱՆ Փ.,3,Շ,38
5,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,2,Շ,2
6,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,5,Շ,10
7,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,5,Շ,11
8,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,5,Շ,8
9,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,5,Շ,9
10,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,6,Շ,2
11,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,8,Շ,21
12,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,8,Շ,34
13,ԲԱԳՐԱՏՈՒՆՅԱՑ ՕՂԱԿ,8,Շ,38
14,ԲԱՂՐԱՄՅԱՆ Փ.,17Ա,Տ,
15,ԲԱՂՐԱՄՅԱՆ Փ.,33,Տ,
16,ԲԱՂՐԱՄՅԱՆ Փ.,36,Տ,
17,ԲԱՂՐԱՄՅԱՆ Փ.,39Ա,Տ,
18,ԲԱՂՐԱՄՅԱՆ Փ.,56,Տ,
19,Լ. ՄԱԴՈՅԱՆ Փ.,103,Տ,
20,Լ. ՄԱԴՈՅԱՆ Փ.,107,Տ,
21,ԼԱԶՈՅԻ Փ.,14,Տ,
22,ԲԵՌՆԱԿԻՐՆԵՐԻ 1 ՆՐԲ.,11Ա,Տ,
23,ԲՈՐՅԱՆ 1 ԱՆՑՂ.,7,Տ,
24,ԲՈՐՅԱՆ 2 ՆՐԲ.,6,Տ,
25,Ա. ԳՈԳՈՒՆՑԻ Փ.,9,Շ,3
26,Ա. ԳՈԳՈՒՆՑԻ Փ.,9,Շ,6
27,ԲՈՒԼՎԱՐԱՅԻՆ 1 ՓԿՂ.,9Ա,Տ,
28,ԲՈՒԼՎԱՐԱՅԻՆ 2 ՆՐԲ.,15,Տ,
29,ԲՈՒԼՎԱՐԱՅԻՆ Փ.,3,Շ,6
30,ԲՈՒԼՎԱՐԱՅԻՆ Փ.,3/1,Տ,
31,Գ ՆԺԴԵՀ Շ22 ՀԱՆՐ1 ԲՆ14,,,
32,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,64
33,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,73
34,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,94
35,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,96
36,ԳԱՐԵԳԻՆ Ա Փ.,1,Շ,28
37,Գ. ՆԺԴԵՀԻ ՀՐ.,2Ա,Շ,11
38,Գ. ՆԺԴԵՀԻ ՀՐ.,4,Շ,30
39,Գ. ՆԺԴԵՀԻ ՀՐ.,4,Շ,41
40,ԳԱՐԵԳԻՆ Ա Փ.,10,Շ,10
41,Գ. ՆԺԴԵՀԻ ՀՐ.,4Ա,Շ,22
42,Գ. ՆԺԴԵՀԻ ՀՐ.,,,
43,Գ. ՆԺԴԵՀԻ Փ.,10,Շ,40-41-42
44,Գ. ՆԺԴԵՀԻ Փ.,10,Շ,53
45,Գ. ՆԺԴԵՀԻ Փ.,10Ա,Շ,47
46,ԳԱՐԵԳԻՆ Ա Փ.,10,Շ,4
47,ԳԱՐԵԳԻՆ Ա Փ.,12,Շ,26
48,ԳԱՐԵԳԻՆ Ա Փ.,12,Շ,39
49,Գ. ՆԺԴԵՀԻ Փ.,12,Շ,4-5
50,ԳԱՐԵԳԻՆ Ա Փ.,2/8,Տ,
51,Գ. ՆԺԴԵՀԻ Փ.,12,Շ,45
52,ԳԱՐԵԳԻՆ Ա Փ.,53,Շ,22
53,ԳԱՐԵԳԻՆ Ա Փ.,6,Շ,16
54,Գ. ՆԺԴԵՀԻ Փ.,12,Շ,
55,Գ. ՆԺԴԵՀԻ Փ.,13,Շ,27
56,Գ. ՆԺԴԵՀԻ Փ.,13/2,Տ,
57,Գ. ՆԺԴԵՀԻ Փ.,14,Շ,56
58,Գ. ՆԺԴԵՀԻ Փ.,14,Շ,60
59,Գ. ՆԺԴԵՀԻ Փ.,14Ա,Շ,19
60,ԳԱՐԵԳԻՆ Ա Փ.,6,Շ,34
61,ԳԱՐԵԳԻՆ Ա Փ.,93,Տ,
62,ԳԱՐԵԳԻՆ ՆԺԴԵՀԻ Փ Շ4 ԲՆ7,,,
63,ԳԱՐԿՈՒ Փ Շ73 ԲՆ3,,,
64,ԳԵՎՈՐԳՅԱՆԻ Փ ՏՈՒՆ32,,,
65,ԳԵՐՄԱՆԱԿԱՆ Թ/Ղ Շ2 ԲՆ1,,,
66,Գ. ՆԺԴԵՀԻ Փ.,14Բ,Շ,1
67,Գ. ՆԺԴԵՀԻ Փ.,16Ա,Շ,2
68,Գ. ՆԺԴԵՀԻ Փ.,17,Շ,35
69,Գ. ՆԺԴԵՀԻ Փ.,17,Շ,4
70,Գ. ՆԺԴԵՀԻ Փ.,18,Շ,42-43
71,ԳԵՐՑԵՆ Փ ՆՐԲ8 ՏՈՒՆ7,,,
72,Գ. ՆԺԴԵՀԻ Փ.,18/4,Տ,
73,ԳԵՐՑԵՆԻ 2 ՇԱՐՔ,5/1,Տ,
74,Գ. ՆԺԴԵՀԻ Փ.,2,ՀԱՆՐԱԿԱՑԱՐԱՆ,70
75,ԳԵՐՑԵՆԻ 4 ՆՐԲ.,7,Տ,
76,ԳԵՐՑԵՆԻ 5 ՆՐԲ.,2,Տ,
77,Գ. ՆԺԴԵՀԻ Փ.,2,ՀԱՆՐԱԿԱՑԱՐԱՆ,72-73
78,ԳԵՐՑԵՆԻ 5 ՆՐԲ.,3,Տ,
79,Գ. ՆԺԴԵՀԻ Փ.,2,Շ,60-62
80,ԳԵՐՑԵՆԻ 6 ՆՐԲ.,14/1,Տ,
81,ԳԵՐՑԵՆԻ 7 ՆՐԲ.,1,Տ,
82,Գ. ՆԺԴԵՀԻ Փ.,20,ՀԱՆՐԱԿԱՑԱՐԱՆ,
83,Գ. ՆԺԴԵՀԻ Փ.,26,ՀԱՆՐԱԿԱՑԱՐԱՆ,7 ՀԱՆՐ
84,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,33
85,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,35-36
86,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,35-37
87,ԳԵՐՑԵՆԻ 7 ՆՐԲ.,6,Տ,
88,ՄԱԶՄԱՆՅԱՆ Փ.,186,Տ,
89,ՄԱԶՄԱՆՅԱՆ Փ.,187,Տ,
90,Ա. ՄՅԱՍՆԻԿՅԱՆ Փ.,184,Տ,
91,ՄՈՒՇ 2 ԹՂՄ. 7 Փ.,2,Շ,53
92,Ա. ՇԻՐԱԿԱՑՈՒ 61-ՐԴ ԹՂՄ.,10,Շ,15
93,ԱՆՏԱՌ 4 ԹՂՄ.,22Ա,Շ,41
94,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,8-10
95,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,91-92
96,Կ. ՍԱՐԳՍՅԱՆ Փ.,9,Տ,
97,ՉԱՐԵՆՑԻ Փ.,21,Շ,3
98,Գ. ՆԺԴԵՀԻ Փ.,5,ՀԱՆՐԱԿԱՑԱՐԱՆ,7
99,ՉԱՐԵՆՑԻ Փ.,25,Շ,10
100,Գ. ՆԺԴԵՀԻ Փ.,5,Շ,7 ՀԱՆՐ
101,ՄՍԻ ԿՈՄԲԻՆԱՏ,10,Շ,24
102,Գ. ՆԺԴԵՀԻ Փ.,6,Շ,2
103,ԵՐԿ ԳԻԾ,34,Տ,
104,Գ. ՆԺԴԵՀԻ Փ.,7Ա,Շ,2
105,ՄԱՅԱԿՈՎՍԿՈՒ Փ.,77,Տ,
106,Գ. ՆԺԴԵՀԻ Փ.,8,Շ,22-23
107,Գ. ՆԺԴԵՀԻ Փ.,8,Շ,57-60
108,Ա. ՊԵՏՐՈՍՅԱՆ Փ.,13Բ,Տ,
109,Գ. ՆԺԴԵՀԻ Փ.,8Ա,Տ,
110,ՄՈՒՇ 2 ԹՂՄ. 11 Փ.,3,Շ,50
111,ՄՈՒՇ 2 ԹՂՄ. 11 Փ.,3,Շ,52
112,Գ. ՆԺԴԵՀԻ Փ.,9,Շ,11
113,Ա. ՊԵՏՐՈՍՅԱՆ Փ.,2,Տ,
114,ԱՆԻ ԹՂՄ. 7 Փ.,5,Շ,14
115,Գ. ՆԺԴԵՀԻ Փ.,9,Շ,20
116,Կ. ՀԱԼԱԲՅԱՆ,3/3,Շ,9
117,Գ. ՆԺԴԵՀԻ Փ.,9,Շ,7
118,Կ. ՀԱԼԱԲՅԱՆ,4,Շ,1
119,Գ. ՆԺԴԵՀԻ Փ.,9/2,Շ,23
120,Կ. ՀԱԼԱԲՅԱՆ,4,Շ,11
121,Գ. ՆԺԴԵՀԻ Փ.,9/2,Շ,6
122,ՄՈՒՇ 2 ԹՂՄ.,2-2,Շ,14
123,ԱՐԱԳԱԾ 7 ԹՂՄ.,4Բ,Շ,21
124,Ա. ՊԵՏՐՈՍՅԱՆ Փ.,21,Տ,
125,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,67,Շ,3
126,Ա. ՊԵՏՐՈՍՅԱՆ Փ.,27,Տ,
127,Ա. ՊԵՏՐՈՍՅԱՆ Փ.,5,Տ,
128,Գ. ՆԺԴԵՀԻ Փ.,9/3,Շ,25
129,Ա. ՎԱՍԻԼՅԱՆ Փ.,11,Տ,
130,Գ. ՆԺԴԵՀԻ Փ.,9/4,Շ,16
131,ԱԲՈՎՅԱՆ 1 ՆՐԲ.,39,Տ,
132,Գ. ՆԺԴԵՀԻ Փ.,9/4,Շ,23
133,ԱԲՈՎՅԱՆ 1 ՆՐԲ.,5Ա,Տ,
134,Գ. ՆԺԴԵՀԻ Փ.,9/4,Շ,9
135,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,67,Շ,6
136,ԳԱՅԻ 1 ՆՐԲ.,16,Տ,
137,Կ. ՀԱԼԱԲՅԱՆ,7/1,Շ,58
138,ԳԱՅԻ 1 ՆՐԲ.,18,Տ,
139,ԳԱՅԻ 1 ՆՐԲ.,9,Տ,
140,ԳԱՅԻ Փ.,10,Շ,21
141,ԱԲՈՎՅԱՆ 1 ՆՐԲ.,63,Տ,
142,ԱԲՈՎՅԱՆ 1 ՆՐԲ.,64,Տ,
143,ԱԲՈՎՅԱՆ 1 ՆՐԲ.,74Բ,Տ,
144,Կ. ՀԱԼԱԲՅԱՆ,7/1,Շ,7
145,Կ. ՀԱԼԱԲՅԱՆ,3/3,Շ,13
146,ԱՆԻ ԹՂՄ. 13 Փ.,1Ա,Շ,7
147,ԳԱՅԻ Փ.,6,Տ,
148,ԱՐԱՄ ԽԱՉԱՏՐՅԱՆ Փ.,31,Շ,47
149,Ն. ՇՆՈՐՀԱԼՈՒ Փ.,19,Շ,6-7
150,ՖՈՒՐՄԱՆՈՎԻ 4 ՆՐԲ.,,ԲՆԱԿԱՐԱՆ,17
151,Պ. ՍԵՎԱԿԻ Փ.,15Վ,Շ,10
152,ԵՐԿ ԳԻԾ,18,Շ,1
153,ՄԱՐՄԱՇԵՆ ՄԿՐՇ Շ1-3 ԲՆ47,,,
154,ԲԵԼԻՆՍԿՈՒ Փ.,1/2,Տ,
155,ՏՐԴԱՏ ՃԱՐՏԱՐԱՊԵՏԻ Փ.,10,Շ,5
156,Խ. ԿՈՇՏՈՅԱՆ Փ.,1,Շ,1
157,Խ. ԿՈՇՏՈՅԱՆ Փ.,1,Շ,18
158,Խ. ԿՈՇՏՈՅԱՆ Փ.,1,Շ,22
159,ՎԱՐԴ-ԲԱՂԻ 1 Մ/Շ 2 ԹՂՄ.,4,Շ,17
160,Ա. ՇԱՀԻՆՅԱՆ Փ.,1,Շ,16
161,Պ. ՍԵՎԱԿԻ Փ.,10,Շ,20
162,Վ. ՍԱՐԳՍՅԱՆ Փ.,9Բ,Շ,5
163,ԱԲՈՎՅԱՆ 1 ՆՐԲ.,78,Տ,
164,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,8Ա,Տ,
165,ԱԲՈՎՅԱՆ 1 ՆՐԲ.,81,Տ,
166,ԱԲՈՎՅԱՆ 1 ՆՐԲ.,91/1,Տ,
167,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,9/1,Տ,
168,ԱԲՈՎՅԱՆ 1 ՓԿՂ.,3,Տ,
169,ԱԲՈՎՅԱՆ 2 ՆՐԲ.,10,Տ,
170,Խ. ԿՈՇՏՈՅԱՆ Փ.,20,Շ,14
171,Խ. ԿՈՇՏՈՅԱՆ Փ.,20,Շ,3
172,Խ. ԿՈՇՏՈՅԱՆ Փ.,22,Շ,31
173,Խ. ԿՈՇՏՈՅԱՆ Փ.,22/23,Շ,22
174,Խ. ԿՈՇՏՈՅԱՆ Փ.,12,Շ,13
175,ՄԱԱՆՈՒՇՅԱՆ ՓՇ13 ԲՆ30,,,
176,ՂՈՐՂԱՆՅԱՆ 4 ՓԿՂ.,8,Տ,
177,ՇԻՐԱԿՇԻՆ 3 ԲԱՆԱՎԱՆ,8,ՄՈԴՈՒԼ,3
178,ՂՈՒԿԱՍՅԱՆ 1 ՇԱՐՔ,11Ա,Տ,
179,ՂՈՒԿԱՍՅԱՆ 13 ՇԱՐՔ,17,Տ,
180,ՂՈՒԿԱՍՅԱՆ 15 ՇԱՐՔ,19,Տ,
181,Խ. ԿՈՇՏՈՅԱՆ Փ.,20,Շ,47
182,ՂՈՒԿԱՍՅԱՆ 2 ՇԱՐՔ,14,Տ,
183,Խ. ԿՈՇՏՈՅԱՆ Փ.,20,Շ,55
184,ՂՈՒԿԱՍՅԱՆ 4 ՇԱՐՔ,16Ա,Տ,
185,Խ. ԿՈՇՏՈՅԱՆ Փ.,20,Շ,60
186,ՂՈՒԿԱՍՅԱՆ 4 ՇԱՐՔ,22,Տ,
187,Խ. ԿՈՇՏՈՅԱՆ Փ.,22,Շ,47
188,ՂՈՒԿԱՍՅԱՆ 4 ՇԱՐՔ,24,Տ,
189,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,3,Շ,88
190,ՂՈՒԿԱՍՅԱՆ 6 ՇԱՐՔ,31,Տ,
191,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,33,Տ,
192,ՂՈՒԿԱՍՅԱՆ 8 ՇԱՐՔ,19,Տ,
193,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,47,Տ,
194,ՂՈՒԿԱՍՅԱՆ 8 ՇԱՐՔ,26,Տ,
195,ՂՈՒԿԱՍՅԱՆ 9 ՇԱՐՔ,24,Տ,
196,ՂՈՒԿԱՍՅԱՆ Փ.,10,Շ,25
197,ՂՈՒԿԱՍՅԱՆ Փ.,10,Շ,33
198,ԱՆՏԱՌ 3 ԹՂՄ.,23,Շ,10
199,ՂՈՒԿԱՍՅԱՆ Փ.,12,Շ,29
200,ՂՈՒԿԱՍՅԱՆ Փ.,12,Շ,49
201,ՂՈՒԿԱՍՅԱՆ Փ.,126,Շ,3
202,ԱՆՏԱՌ 3 ԹՂՄ.,23,Շ,26
203,ՂՈՒԿԱՍՅԱՆ Փ.,126,Շ,7
204,ՂՈՒԿԱՍՅԱՆ Փ.,127,Տ,
205,ՂՈՒԿԱՍՅԱՆ Փ.,14,Շ,17
206,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,5,Շ,103
207,ՂՈՒԿԱՍՅԱՆ Փ.,159,Տ,
208,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,67,Շ,30
209,ՂՈՒԿԱՍՅԱՆ Փ.,1Ա,Շ,19
210,ՂՈՒԿԱՍՅԱՆ Փ.,117Ա,Տ,
211,ԱՆՏԱՌ 3 ԹՂՄ.,23,Շ,32
212,ՂՈՒԿԱՍՅԱՆ Փ.,1Ա,Շ,2
213,ԱՆՏԱՌ 3 ԹՂՄ.,23,Շ,6
214,ՂՈՒԿԱՍՅԱՆ Փ.,1Ա,Շ,33
215,ԱՆՏԱՌ 3 ԹՂՄ.,24,Շ,33
216,ՂՈՒԿԱՍՅԱՆ Փ.,24,Տ,
217,ԱՆՏԱՌ 3 ԹՂՄ.,25,Շ,26
218,ՂՈՒԿԱՍՅԱՆ Փ.,29,Տ,
219,ԱՆՏԱՌ 3 ԹՂՄ.,25,Շ,34
220,ՂՈՒԿԱՍՅԱՆ Փ.,56/1,Տ,
221,ԱՆՏԱՌ 3 ԹՂՄ.,25,Շ,38
222,ՂՈՒԿԱՍՅԱՆ Փ.,56/4,Տ,
223,ՂՈՒԿԱՍՅԱՆ Փ.,57/3,Տ,
224,ՂՈՒԿԱՍՅԱՆ Փ.,69,Տ,
225,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,5Բ,Տ,
226,ՂՈՒԿԱՍՅԱՆ Փ.,7,Շ,8
227,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,67Ա,Շ,19
228,ՂՈՒԿԱՍՅԱՆ Փ.,8,Շ,26
229,Ա. ՄԱՆՈՒԿՅԱՆ Փ. 1 ՆՐԲ.,67Ա,Շ,26
230,Խ. ԿՈՇՏՈՅԱՆ Փ.,22,Շ,9
231,ՎԱՐԴ-ԲԱՂԻ 1 Մ/Շ 1ԹՂՄ.,3,Շ,17
232,Խ. ԿՈՇՏՈՅԱՆ Փ.,22/23,Շ,48
233,Խ. ԿՈՇՏՈՅԱՆ Փ.,16,Շ,3
234,Ն. ԿՈՒԶՆԵՑՈՎԻ Փ.,17,Տ,
235,Խ. ԿՈՇՏՈՅԱՆ Փ.,10,Շ,21
236,Խ. ԿՈՇՏՈՅԱՆ Փ.,10,Շ,26
237,Խ. ԿՈՇՏՈՅԱՆ Փ.,10,Շ,38
238,Խ. ԿՈՇՏՈՅԱՆ Փ.,10,Շ,6
239,Խ. ԿՈՇՏՈՅԱՆ Փ.,10,Շ,9
240,ՂՈՒԿԱՍՅԱՆ Փ.,8,Շ,45
241,ԱԹԱՐԲԵԿՅԱՆ 3 ՆՐԲ.,4,Տ,
242,ՂՈՒԿԱՍՅԱՆ Փ.,83,Տ,
243,Գ. ՂԱՐԻԲՋԱՆՅԱՆ Փ.,22/2,Տ,
244,ՂՈՒԿԱՍՅԱՆ Փ.,86/1,Տ,
245,Գ. ՂԱՐԻԲՋԱՆՅԱՆ Փ.,37,Տ,
246,ՂՈՒԿԱՍՅԱՆ Փ.,9,Շ,29
247,Գ. ԿՈՏՈՎՍԿՈՒ Փ.,35,Տ,
248,ՂՈՒԿԱՍՅԱՆ Փ.,90/1,Տ,
249,Գ. ԲԱՇԻՆՋԱՂՅԱՆ Փ.,10,Տ,
250,Գ. ԲԱՇԻՆՋԱՂՅԱՆ Փ.,5,Տ,
251,ՃԱՆ ՇԻՆ,,,12
252,Գ. ՂԱՐԻԲՋԱՆՅԱՆ Փ.,3,Շ,3
253,Գ. ՂԱՐԻԲՋԱՆՅԱՆ Փ.,9,Տ,
254,Ա. ԹԱՄԱՆՅԱՆ Փ.,10,Տ,
255,Ն. ԿՈՒԶՆԵՑՈՎԻ Փ.,1Ա,Տ,
256,Գ. ՆԺԴԵՀԻ 3 ԲԱՆԱՎԱՆ,9,ՄՈԴՈՒԼ,2
257,Ա. ԳՐԻԲՈՅԵԴՈՎԻ Փ.,1Բ,Տ,
258,ԿԱԶԱՉԻ ՊՈՍՏ ԹՂՄ.,18,ԴՈՍ,3
259,Ա. ԳՐԻԲՈՅԵԴՈՎԻ Փ.,25,Շ,15
260,ԿԱԶԱՉԻ ՊՈՍՏ ԹՂՄ.,1,Տ,
261,ԳՆԱՑՔՆԵՐԻ ՎԵՐԱԿԱՆԳՄԱՆ Փ Շ1 ԲՆ1,,,
262,ԿԱԶԱՉԻ ՊՈՍՏ ԹՂՄ.,197,ԴՈՍ,17-18
263,Ն. ԿՈՒԶՆԵՑՈՎԻ Փ.,4,Տ,
264,ԿԱԶԱՉԻ ՊՈՍՏ ԹՂՄ.,197,Շ,1
265,Ն. ԿՈՒԶՆԵՑՈՎԻ Փ.,7,Տ,
266,ԿԱԶԱՉԻ ՊՈՍՏ ԹՂՄ.,197,Շ,15
267,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,102
268,Շ. ԿՈՒՐՂԻՆՅԱՆ Փ.,10,Տ,
269,ԱՆՏԱՌ 3 ԹՂՄ.,25,Շ,46
270,ԱՆՏԱՌ 3 ԹՂՄ.,25Ա,Շ,1
271,ԱՆՏԱՌ 3 ԹՂՄ.,25Ա,Շ,18
272,ԱՆՏԱՌ 3 ԹՂՄ.,25Ա,Շ,47
273,ԱՆՏԱՌ 3 ԹՂՄ.,25Ա,Շ,8
274,Գ. ԿՈՏՈՎՍԿՈՒ Փ.,39,Տ,
275,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,11
276,ԿԱԶԱՉԻ ՊՈՍՏ ԹՂՄ.,197,Շ,2
277,Ա. ԹԱՄԱՆՅԱՆ Փ.,69,Շ,22
278,ԿԱԶԱՉԻ ՊՈՍՏ ԹՂՄ.,198,ԴՈՍ,12
279,ԳՈՐԾԱՐԱՆԱՅԻՆ Փ.,2Ա,ՀԱՆՐԱԿԱՑԱՐԱՆ,302
280,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,3Ա,Շ,48
281,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,14
282,ԳՈՐԾԱՐԱՆԱՅԻՆ Փ.,4,Շ,24
283,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,16
284,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,24
285,ԳՈՐԾԱՐԱՆԱՅԻՆ Փ.,5,Շ,101
286,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,27
287,ԳՈՐԾԱՐԱՆԱՅԻՆ Փ.,5,Շ,203
288,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,40
289,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,43
290,ԳՈՐԿՈՒ Փ.,101,Շ,17
291,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,51
292,ՎԱՐԴ-ԲԱՂԻ 1 Մ/Շ 1ԹՂՄ.,1,Շ,13
293,ՎԱՐԴ-ԲԱՂԻ 1 Մ/Շ 1ԹՂՄ.,1,Շ,19
294,ՎԱՐԴ-ԲԱՂԻ 1 Մ/Շ 1ԹՂՄ.,1,Շ,27
295,ՇԱՌԼ ԱԶՆԱՎՈՒՐԻ Փ.,2,Տ,
296,ԱՆՏԱՌ 3 ԹՂՄ.,26,Շ,60
297,2 Փ.,1,Տ,
298,ԳՈՐԿՈՒ Փ.,102,Շ,22
299,ԱՆՏԱՌ 3 ԹՂՄ.,48/4,Տ,
300,23621 ԶՈՐԱՄԱՍ,,,
301,ԳՈՐԿՈՒ Փ.,103,Շ,1
302,ԱՆՏԱՌ 3 ԹՂՄ.,7,Շ,60
303,26 ԳԻՇԵՐՕԹԻԿ,1,Շ,2
304,ԳՈՐԿՈՒ Փ.,104,Շ,10
305,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,105,Տ,
306,ԳՈՐԿՈՒ Փ.,104,Շ,13
307,ԳՈՐԿՈՒ Փ.,104,Շ,28
308,ԳՈՐԿՈՒ Փ.,104,Շ,56
309,ԳՈՐԿՈՒ Փ.,104,Շ,70
310,Գ. ԲԱՇԻՆՋԱՂՅԱՆ Փ.,1Ա,Տ,
311,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,32,Տ,
312,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,4,Տ,
313,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,56,Տ,
314,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,58/3,Տ,
315,ԳՈՐԿՈՒ Փ.,104,Շ,72
316,ԳՈՐԿՈՒ Փ.,107,Շ,27
317,ԳՈՐԿՈՒ Փ.,109,Շ,3
318,ԳՈՐԿՈՒ Փ.,52,Շ,17
319,ԳՈՐԿՈՒ Փ.,52,Շ,7
320,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,58Ե,Տ,
321,ԳՈՐԿՈՒ Փ.,54,Շ,2
322,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,63,Տ,
323,ԳՈՐԿՈՒ Փ.,54,Շ,39
324,ԱՆՏԱՌ 3 ԹՂՄ.,8,Շ,1
325,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,77,Տ,
326,ԱՆՏԱՌ 3 ԹՂՄ.,8,Շ,28
327,26 ԿՈՄԻՍԱՐՆԵՐ Փ.,97,Շ,10
328,ԱՆՏԱՌ 3 ԹՂՄ.,8,Շ,35
329,ԱՆՏԱՌ 3 ԹՂՄ.,9,Շ,47
330,26 ԿՈՄԻՍԱՐՆԵՐԻ 1 ՓԿՂ.,2,Տ,
331,27 ԿՈՐ Փ.,10,Տ,
332,Գ. ԿՈՏՈՎՍԿՈՒ Փ.,11,Տ,
333,33 ԿՈՐ Փ.,16,Տ,
334,Գ. ՂԱՐԻԲՋԱՆՅԱՆ Փ.,21,Տ,
335,ԱՆՏԱՌ 4 ԹՂՄ.,1,Շ,41
336,Գ. ԿՈՏՈՎՍԿՈՒ Փ.,28,Տ,
337,33 ԿՈՐ Փ.,3,Տ,
338,ԳՈՐԿՈՒ Փ.,54,Շ,42
339,ԱՆՏԱՌ 4 ԹՂՄ.,18Ա,Շ,37
340,ԱԹՈՅԱՆ Փ.,17,Տ,
341,33 ԿՈՐ Փ.,33,Տ,
342,ԳՈՐԿՈՒ Փ.,54,Շ,54
343,ԱՆՏԱՌ 4 ԹՂՄ.,1Ա,Շ,14
344,ԱՆՏԱՌ 4 ԹՂՄ.,1Ա,Շ,19
345,ԳՈՐԿՈՒ Փ.,54,Շ,60
346,ԱՆՏԱՌ 4 ԹՂՄ.,1Ա,Շ,42
347,ԳՈՐԿՈՒ Փ.,54,Շ,7
348,ԳՈՐԿՈՒ Փ.,54,Շ,77
349,ԳՈՐԿՈՒ Փ.,54,Շ,89
350,ԳՈՐԿՈՒ Փ.,65/4,Տ,
351,ԱՆՏԱՌ 4 ԹՂՄ.,22,Շ,16
352,ԳՈՐԿՈՒ Փ.,67,Շ,40
353,ԱՆՏԱՌ 4 ԹՂՄ.,22,Շ,20
354,ԱՆՏԱՌ 4 ԹՂՄ.,22,Շ,28
355,ԱՆՏԱՌ 4 ԹՂՄ.,22Ա,Շ,23
356,ԱՆՏԱՌ 4 ԹՂՄ.,4,Շ,15
357,ԱՆՏԱՌ 4 ԹՂՄ.,4,Շ,16
358,ԱՆՏԱՌ 4 ԹՂՄ.,4,Շ,25
359,ԱՆՏԱՌ 4 ԹՂՄ.,4,Շ,37
360,ԱՆՏԱՌ 4 ԹՂՄ.,4,Շ,5
361,ԱԹՈՅԱՆ Փ.,19,Տ,
362,ԱՆՏԱՌ 4 ԹՂՄ.,4Ա,Շ,26
363,ԱԼԱՎԵՐԴՅԱՆ Փ.,40/1,Տ,
364,33 ՆԱԽԱԿՐԹԱՐԱՆ,4,ԲՆԱԿԱՐԱՆ,
365,ԳՈՐԿՈՒ Փ.,67,Շ,47
366,ԳՈՐԿՈՒ Փ.,67,Շ,55
367,ԳՈՐԿՈՒ Փ.,67,Շ,57
